Sentence,Emotion
nói thật chẳng hiểu thế hệ bây giờ nghĩ gì . động tý vào là kêu này nọ . ở nhà ở trường có vấn đề kêu um lên chứ sau này ra ngoài xã hội mà ngu thì nó vả không trượt phát nào chứ ở đó mà kêu . tiên trách kỷ hậu trách nhân,-1
nhiều lúc lắm câu hỏi ngớ ngẩn thật,-1
phạt 5tr thì phạt làm gì ? khác nào tiếp tay truyền bá mê tín dị đoan 😌,-1
con nhà hư hỏng . bỏ cả nhà đi theo zai . bị nó rũ bỏ vì chửa mới mò về . giờ bắt ai gánh nuôi con . con với cái hư quá thể .,-1
ảnh này tao thấy mày đăng mấy lần rồi đó admin,1
làm ở đâu không quan trọng   quan trọng là chị em mình mỗi ngày gặp nhau 9 tiếng cùng làm cùng ăn cùng ngủ chị ngoc thu hen,1
ước gì có ai để tao tag vào .,-1
per hồi nhỏ bị ngỗng dí riết ám ảnh   giờ mà bị dí chắc cầm cổ quay thấy moẹ nó luôn hehe,1
vậy đấy   thế nên con gái mới toàn bị lừa =))),0
tao hiểu mà,0
nhiều khi nghĩ mình không phải con gái mà là 1 thằng đàn ông chính hiệu kkkk ....,1
chú lên thay được rồi đấy,0
như mình mà trèo lên là bị phóng điện luôn bạn nhỉ   mình cũng không hiểu được sao bọn nó không bị,1
chỉ là muốn thôi . chứ chờ đợi không biết thời điểm nào thì cái sự mong muốn đó mới tới,0
biết giả vẫn phải tạo,-1
chúng tôi xin lỗi và rút kinh nghiệm,0
chỉ là muốn cạnh mà chỉ có 2 người . nói đủ chuyện trên đời dưới biển rồi đi vào giấc ngủ ngon . vậy thoii,1
bộ phim anime đầu tiên mình xem thấy bác hói được buff sức mạnh kinh vkl =))),1
ấy thế mà đã 6 năm rồi . bây giờ còn không nhớ được những đứa nào đã học cùng mình nữa rồi 😪,-1
chả bù cho tao thời hoc mẫu giáo thằng nào lộn xộn không vào mắt là tao cho ăn đấm luôn,-1
tao là thằng chưa bao giờ giận người yêu vì người yêu tao không bao giờ làm gì có lỗi hết,1
thôi có gì đâu mà cãi,0
phí cái lol mày á,-1
như ốc bươu vàng thì là thảm họa rồi,-1
cha mẹ là món quà vô giá mà ơn trên ban cho chúng ta . không gì có thể so sánh thay thế được . và cũng chỉ có một mà thôi ...,1
loài người thật đáng sợ,-1
hicc thương em,-1
khá tàn nhẫn,-1
êu khiếp chứ thế này chết cả gái lẫn zai thôi,0
làm đéo gì có ai nói chuyện thân thiết với tao đâu mà,-1
nhện này trong nhà tao chắc tao bỏ nhà đi mất 😱🤯,-1
"chuyện ăn ốc đổ võ cũng đưa vô văn học =.=""",-1
nó cắn bạo hơn chứ ở đó xạo xạo,-1
chắc hẳn trước kia em bị đối xử tồi tệ lắm nên mới vậy :(,-1
tiếng guitar thật tuyệt,1
có mấy con đi quán biết là bọn mày bỏ tiền ra thật đó nhưng làm người thì có văn hóa với ạ ... đcm xả rác đổ tùm lum rồi xé giấy ... nói chung là bọn nó đi cái chỗ đó như kiểu ở ngành luôn ấy ... tưởng bỏ tiền ra là làm cha làm mẹ người ta z đó .... mặt đẹp mà tính ở dơ,-1
đm thằng nào đổi gậy như ý của tao rồi,-1
trách ai bây giờ đây huhu,-1
chuẩn không cần chỉnh,1
cực phẩm luôn kìa,1
per trailer không có tiếng thôi mà đã thấy ghê rồi đó !,-1
nguy hiểm đến với bao nhiêu bất cứ lúc nào,-1
cái ngành tài chính của mình có chỗ dụng võ tốt rồi đây :)))),1
mình đang thất tình đéo hiểu sao đi cafe còn toàn tận cùng nỗi nhớ   chạm đáy nỗi đau   đừng như thói quen ... dume :),-1
chợt nhận ra mình yếu đuối như một đứa con gái vậy 😢,-1
sao nó mới vậy,1
youtuber nhà người ta đấy   làm cho mọi người cười sảng khoái . còn vn thì toàn món ăn không lồ   rồi mấy cái khác người,-1
điểm thì có hết rồi cần gì quan tâm đề thi nữa,0
hết thuốc à mấy thằng quằn què   gặp tao thiến cmnl,-1
chăn lắm lông   bắp tay thì to ôi tuổi thơ của taoooo :33333,-1
không nên tin bất cứ 1 người nào cả,0
ngửi mùi hoa sữa xong chia tay :),0
ngồi nhiều quá nhìn họ đau mắt,-1
đéo nổi . ngày lol nào đi làm về đã mệt rồi . gặp bà nội ở nhà giận với chả hờn còn hơn khách hàng nữa . đụ mẹ mệt mỏi vcllll,-1
thấy cờ rút trên tờ polime là tim rụng rời liền,1
hôm qua tao cũng xem chục lần :))) bài đếch gì hay vãi :)))))),1
những trường như thế cho giải tán . cấm tuyển dụng luôn .,-1
per xem cái này đi tao coi phần 1 rồi này phần 2 tiếp nè,0
đội cái mũ vào chết đéo ai . không có mũ xong đập đầu xuống đất chết không chết cho lại sống cuộc đời nửa ngáo,-1
thớt này chụp kém vãi   1 khung cảnh mà chụp tận 3 bức   3 in 1,-1
điều hối tiếc nhất cấp 3 là chưa kí lên áo của nhau 😢,-1
buồn thật ấy,-1
lũ người nhu nhược :),-1
thông minh 😂,1
kệ mẹ tao   tao thích nuôi chó thôi okeeee nó đéo bao giờ kêu tao bướng,-1
bên trung về mảng tuyên truyền đỉnh ghê luôn á,1
e thắc mắc là cố gắng 1 năm mà rủi ro khách hàng hay bên nhà sx dây không cảm động là ăn cám ạ 😌,-1
có gì đó sai sai ??,1
em nghĩ chị em mình cần tìm hiểu quen biết nhau ạ ^^,0
dume đọc bình luận bực giùm chủ thớt :))),-1
gắp đúng lúc nhưng hình như đúng lúc người ta không muốn y ai ???? đó là 1 câu chuyện buồn,-1
t thề với mày là tối thấy cái này chắc đái con mẹ nó ra quần,-1
đợi em đủ tuổi anh chờ được không ?,0
đừng cứ đổ thừa cho ngành đường sất khi có quá nhiều anh não bé .,-1
chúng ta nên làm như vậy từ lâu mới phải,1
đéo hiểu sao có đứa nghĩ là cứ chơi với nhiều trai là bị sờ soạn kiến thức hạn hẹp vãi cậu ạ,-1
per muốn coi cái khúc vẩy xong rồi dừng lại làm sao ấy . kkkkk,1
mua con lợn 50k được lì xì 40k . ok em ổn,-1
mấy bạn nào có ý định tổ chức sn nv thì tém tém lại síu đi   nếu thích tổ chức sn kiểu nv ở đâu cũng vậy khi ra về làm ơn bo cho nv dọn phòng đó 200 300k gì đó cho có tình người síu nha 😂,-1
per coi phim này chắc chết luôn trong rạp,-1
nó quan tâm mày thì mày đừng vội mừng là nó thích mày   nó chơi chán rồi nó bỏ thôi .,-1
dân chơi nhìn cái biết ngay 🤣🤣,1
phá làng phá xóm,-1
t nhận ra mình đã sai,-1
30s mặc niệm bắt đầu ...,-1
mặc váy kìa . thời trang ? hiện đại quá,1
con thương ông quá,-1
nhìn mặt con chó tội vãi,-1
tu mà không dám cao đầu mà sau gọi là tu còn dám súc phạm vong linh người khác bà này là súc vật,-1
biết ngay anh per lại mượn đầm của vợ :)))),1
đắt hơn sân bay luôn,1
cmm lộ hết thông tin của người ta,-1
đã nguy hiểm vậy sao không hủy mà bán 0 . 0,-1
bán không thu thuế luôn à,1
t chỉ thấy tình yêu của tao nó tan vỡ thôi,-1
per :)))) buồn cười vãi,1
thế 1 đứa con trai bỏ thời gian ra nói chuyện thân thiết với 1 đứa con gái không phải là nó thích con đó thì có con cặc nó làm vậy,-1
chưa khi mô biết cảm giác đi nhởi trung thu với người yêu như răng,-1
móng này móc cua thì đỉnh 😹,1
có mưa cảm giác như được sống lại :))),1
mà nó đéo ' quan tâm thì càng đừng nghĩ nó thích mình nha :vậy,-1
vợ dùng phá quá nên boss mới thế 🤧🤧🤧,0
haha biết ngây mà,1
bể mẹ cái kính cường lực mới dán :#,-1
dù đúng hay sai cũng đừng bao giờ cãi nhau với con gáo đến cuối cùng mày vẫn sai .,0
cần gì xa hoa đâu   thế này là hạnh phúc   thấy thương và ngưỡng mộ ông bà quá,1
sao nhanh như chớp vậy được,1
nhỏ không dạy để lớn lên làm đĩ à ? phụ huynh kiểu gì thế ?,-1
thằng kia làm nhẹ nhẹ thôi nhé .,0
no ́ xâ ́ u tao thi ̀...,-1
thế là đã phần nào đoán được kết quả cuộc gặp tại hà nội,0
bạn đã hiểu nổi khổ của mario khi mua vui cho bạn chưa :)),-1
cái đất nước này loạn luân mẹ hết rồi :))),-1
ôi zồi ôi   nhìn cái mặt của ẻm kìa   yêu ghê :)),1
phố mày co ́ đô ̀ người nghiê ̣ p tô ́ tao ghê :))),0
per haha bữa 3 đứa mới phong trào xong,0
mốc từ trong trứng,0
truy tố ra tòa chứ phạt hành chính gì ??? lừa đảo có tổ chức số tiền trăm tỷ   thêm tội truyền bá mê tín dị đoan ... 👎👎👎,-1
xem tới đây dume ứa nước mắt 😞,-1
toàn “ nam thanh nữ tú ” mở mồm ra nói hay như sách giáo khoa . hành động thì như con c ..,-1
thân là người yêu mình mong cậu có thể giống được như đôi mặc áo nâu ❤️,1
�� sao cái kết gì mà buồn vậy,-1
cô ơi nhiệt tình là tốt nhưng bản thân phải an toàn trước 😗,0
nói mưa là mưa v chời   tôi còn đi chơi đi học nữa mừ .,-1
1 vị đắng của mưu sinh   1 vị ngọt của hạnh phúc gia đình,0
per xinh nhỉ :)) ngày xưa cũng xem phim này mà không để ý có cả bả,1
bởi đây là lý do tao không muốn xem điện thoại người yêu   nếu không nó xanh cỏ lâu rồi 😑,-1
còn gì hạnh phúc hơn trong cuộc sống này ♥️,1
ai cũng từng bị bố mẹ chửi mắng . em ấy cũng vậy . là người lớn chúng ta lắng nghe và chia sẻ . nhiều người già rồi mà phát ngôn xấc xược láo toét mất dạy không thể chấp nhận được . chả bằng được cái đứa con nít còn tỏ vẻ ta đây,-1
thớt làm chị mà ích kỉ vãi ...,-1
mấy thanh niên ngu học theo ngôn tình thấy chai bé không viết hết được lại mua chai 1 . 8 lít thì hơi mệt đấy 😂😂😊,-1
tuổi thơ của tôi =)),1
việt nam cái gì cũng có thể ăn được,0
per đang ăn mà sao cứ chỉa trym vô hoài z khắm s ăn 🙂,-1
khóc muốn rơi cả mắt,-1
kích thích vãi,1
ám ảnh thật sự,-1
per huhu em không biết phải đi xem phim với ai nữa 😭,-1
per gần nhà c ơi . hic hic,-1
tại cái gậy thôi   còn đâu là vẫn đẹp,0
cái thằng adim này mày xàm quá oy đấy   biến khỏi trang tao nhé,-1
đã sợ nhện rồi mà gặp thằng admin chơi trò mất nết :((,-1
nhờ cái bếp như này . mà hồi nhỏ tao suýt đốt cả nhà và bị chửi đó :((,-1
hốt về cháu có bón được cơm   mớm được sữa cho nó mỗi ngày không ?? nó chơi game cháu có rửa chân bón cơm để nó chơi nốt ván không ???? mai cô ship tận giường nuôn,-1
đọc tin nhắn đầu thấy cay cay ngay mũi,-1
per người yêu công sở nè 😂😂,1
vậy là hên rồi,1
per chiều anh bắn chưởng để em quay nhé,0
per nghe chưa nhân viên mới ... kk,1
ngáo nó có cắn đâu ??????,0
dị ứng với kiểu nhắn tin riêng tư mà cả thế giới đều biết,-1
cười ỉa 😂😂 thây nó thét mà tao nghĩ dọn xong nó đi luôn cái cổ họng,1
em rất duyên   và có khiếu hài hước   nhìn mặt em thôi là chị đã muốn cười   ba mẹ chửi mà vẫn vui tươi như vậy thì đáng khích lệ mà   sao nhiều người bình luận nặng lời thế không biết   chỉ là vui thôi mà,-1
má nó   mặc dù không có ý kì thị nhưng dume cảnh 2 thằng hôn nhau buông nôn vãi,-1
per lên lịch hẹn hò nhanh,1
không biết chuyện gia đình người ta nhưng nhình mặt bà cũng thảo là thấy không có cảm tình ngay từ đầu .... mà nhờ bài viết này mới biết king coffee là của bả ... phải công nhận là nó uống dở thiệt .....,-1
nóng thế này cái thứ mày cho cũng không ăn,-1
tiếc quá ! nguyên nhân,-1
ấm lòng vãi huhu,1
thế không tính vậy thì muốn cái bệnh viện thành mẹ cái bãi giữ xe à :)),-1
ngầu vãi lìn luôn á :))),1
giờ tao mới hiểu được hết những gì mà trước đây đọc bình luận tao đéo ’ hiểu 😂😂😂,1
lớp 2 xí mót được cái chong chóng   bán lại cho thằng hàng xóm 500d .,1
tôi khóc lun ... huhu,-1
má như người yêu ??,1
t chưa được rơi vào hoàn cảnh này nên cũng không biết nữa,0
thề chứ .. phim nay xem đi xem lại không thấy chán ... vẫn như mớinxem vậy,1
không biết vì sao họ vẫn cười nhưng mình thì khóc ...,-1
cho đi luôn bớt lo,0
đoạn phim thôi mà ý nghĩa thế,1
lông xấu   không mượt bằng con ngu kia được,-1
cái này gọi là truyền thống   không thể nói là quên được,0
đấy ... y đâu cần phải to tác   phải gào lên cho cả thế giới biết .,0
per haha sao tôi nghĩ tới em liền luôn á,1
chưa chia tay nữa mà còn khó đây,0
thế đéo nào nó lại kẻ dưới đấy nhỉ,-1
oai đéo gì cái trêu gái :),-1
mình nghĩ bà thảo chiếm được công tình yêu là sẽ bán ngay cổ phần cho đại gia bên thái lan nào đó .. mong là chuyện này không bao giờ xảy ra,0
lâu lâu lại mong mất điện để nấu cơm rác . nk mát 1 tí . chứ cứ 42 độ có mà khỏi ăn,0
tội nghiệp thằng bé :)))) chúng mày bốc đâu mấy cái thẻ hay thế ??? :v,-1
áp dụng với đứa yêu mày thôi nha,0
chời má . ngọt chết tao rồi :)))))),1
per đó là lý do tại sao em luôn nói với anh   có gì cũng phải nói ra,-1
phải em thì dume nó chửi thé thì đéo cần nói nhiều nữa . gọi c . an xuống kéo mẹ nó xe đi   kiểu gì cũng mệt thôi bác .,-1
xài vietcombank sinh nhật cũng không được chúc luôn :((,-1
hôm đấy bổn cung về quê báo hiếu cha mẹ .,1
chỉ có được cái chữ đẹp . hihihi ...,1
trời má cute vãi lozzzz,1
